BFI,BASIN,SITENUM,YEAR,LAT,LONG,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEVATION_MASL,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT
0.249,SALT RIVER,9498501,2006,33.41866469,-111.0095609,37.28585052,13.1234045,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.125,SALT RIVER,9498501,2008,33.41866469,-111.0095609,55.46576691,12.6537561,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.208,SALT RIVER,9498501,2009,33.41866469,-111.0095609,28.8262291,12.8915491,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.103,SALT RIVER,9498501,2010,33.41866469,-111.0095609,54.99089432,12.5944595,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.205,SALT RIVER,9498501,2011,33.41866469,-111.0095609,35.88502884,12.6702128,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.155,SALT RIVER,9498501,2012,33.41866469,-111.0095609,32.46856689,13.6093359,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.109,SALT RIVER,9498501,2015,33.41866469,-111.0095609,49.99832153,13.2708721,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.203,SALT RIVER,9498503,2004,33.79726985,-110.9603953,42.03811264,12.6704912,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.171,SALT RIVER,9498503,2005,33.79726985,-110.9603953,46.80745316,13.3998604,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.123,SALT RIVER,9498501,2019,33.41866469,-111.0095609,53.29145813,12.6101542,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.631,SALT RIVER,9498500,1999,33.6194949,-110.9215037,36.9124527,13.056777,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.584,SALT RIVER,9498500,2000,33.6194949,-110.9215037,42.96166229,13.3513918,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.641,SALT RIVER,9498500,2001,33.6194949,-110.9215037,42.27256775,12.9015751,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.665,SALT RIVER,9498500,2002,33.6194949,-110.9215037,28.76623726,13.1481142,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.51,SALT RIVER,9498500,2003,33.6194949,-110.9215037,41.58925247,13.6991768,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.55,SALT RIVER,9498500,2004,33.6194949,-110.9215037,42.03811264,12.6704912,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.458,SALT RIVER,9498500,2005,33.6194949,-110.9215037,46.80745316,13.3998604,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.508,SALT RIVER,9498500,2006,33.6194949,-110.9215037,37.28585052,13.1234045,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.463,SALT RIVER,9498500,2007,33.6194949,-110.9215037,44.00743484,13.2808209,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.498,SALT RIVER,9498500,2008,33.6194949,-110.9215037,55.46576691,12.6537561,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.677,SALT RIVER,9498500,2009,33.6194949,-110.9215037,28.8262291,12.8915491,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.512,SALT RIVER,9498500,2010,33.6194949,-110.9215037,54.99089432,12.5944595,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.714,SALT RIVER,9498500,2011,33.6194949,-110.9215037,35.88502884,12.6702128,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.688,SALT RIVER,9498500,2012,33.6194949,-110.9215037,32.46856689,13.6093359,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.515,SALT RIVER,9498500,2013,33.6194949,-110.9215037,43.78971481,12.5009527,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.642,SALT RIVER,9498500,2014,33.6194949,-110.9215037,38.82875061,13.5281477,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.459,SALT RIVER,9497800,1963,33.8431053,-110.5576092,43.81551743,12.2751427,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.415,SALT RIVER,9497800,1964,33.8431053,-110.5576092,39.46264267,11.1155233,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.352,SALT RIVER,9496000,1960,34.01838007,-110.242331,34.88187027,11.9437056,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.554,SALT RIVER,9496000,1961,34.01838007,-110.242331,41.69808578,11.9663582,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.395,SALT RIVER,9496000,1962,34.01838007,-110.242331,39.12594223,12.1739759,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.356,SALT RIVER,9496000,1963,34.01838007,-110.242331,43.81551743,12.2751427,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.539,SALT RIVER,9496000,1964,34.01838007,-110.242331,39.46264267,11.1155233,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.243,SALT RIVER,9496000,1965,34.01838007,-110.242331,68.11042023,11.472312,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.454,SALT RIVER,9496000,1966,34.01838007,-110.242331,36.38933182,12.0776501,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.563,SALT RIVER,9496000,1967,34.01838007,-110.242331,52.7716217,11.8361416,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.375,SALT RIVER,9496000,1968,34.01838007,-110.242331,41.32899094,11.4496594,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.418,SALT RIVER,9496000,1969,34.01838007,-110.242331,43.60745239,12.0454731,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.757,SALT RIVER,9496000,1970,34.01838007,-110.242331,38.22596359,11.7380219,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.256,SALT RIVER,9496000,1971,34.01838007,-110.242331,43.72807312,11.5288525,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.273,SALT RIVER,9496000,1972,34.01838007,-110.242331,49.96841049,12.1872749,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.385,SALT RIVER,9496000,1973,34.01838007,-110.242331,43.58684158,11.4207058,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.448,SALT RIVER,9496000,1974,34.01838007,-110.242331,41.92183304,12.0392771,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.217,SALT RIVER,9496000,2004,34.01838007,-110.242331,42.03811264,12.6704912,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.2,SALT RIVER,9496500,1952,33.9858809,-110.2809417,55.07813644,11.7401409,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.46,SALT RIVER,9498503,2002,33.79726985,-110.9603953,28.76623726,13.1481142,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.218,SALT RIVER,9498503,2003,33.79726985,-110.9603953,41.58925247,13.6991768,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.301,SALT RIVER,9495000,1983,34.1778208,-110.0162198,68.84487915,11.797555,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.647,SALT RIVER,9495000,1984,34.1778208,-110.0162198,56.34655762,12.0429764,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.627,SALT RIVER,9498502,2012,33.4878297,-110.9953942,32.46856689,13.6093359,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
0.244,SALT RIVER,9498503,1995,33.79726985,-110.9603953,43.06286621,12.8907595,19689.44925,13.1515093,1738.875244,241.6929779,0.0136442,0.2035359,0.3344043,0.3053096,0,0.000294,0,0,0.0044,0.0032,0.001,4.00E-04,1.00E-04,0.0018,0.0014,0.3284,1.00E-04,0.304,0.0415,0,0,9.00E-04,0.0014,0.3667,0.1108,0.1609,0.0976,0.0083,0,0.2136,0.3635,0.0084,0.0233,0,0,0.0065,0.0031,0.0036,0.3219,0.3631
