"","SITENUM","avg_BFI"
"73",9458500,0.2895
"74",9460150,0.49045
"75",9466500,0.376586956521739
"76",9468500,0.254353658536585
"77",9469500,0.540863636363636
"78",9470000,0.572063829787234
"79",9470500,0.164870967741935
"80",9470700,0.214615384615385
"81",9470750,0.515818181818182
"82",9470800,0.438147058823529
"83",9471000,0.281980582524272
"84",9471310,0.526045454545455
"85",9471380,0.4275625
"86",9471400,0.37405
"87",9471550,0.228071428571429
"88",9472000,0.184
"89",9473000,0.459920634920635
"90",9474000,0.520945945945946
"91",9475500,0.616368421052632
"92",9479500,0.274277777777778
"93",9480000,0.352533333333333
"94",9480500,0.245716417910448
"95",9481000,0.332545454545455
"96",9481500,0.36874358974359
"97",9481740,0.387296296296296
"98",9484000,0.229768115942029
"99",9484200,0.229818181818182
"100",9484500,0.191538461538462
"101",9484550,0.43075
"102",9484600,0.25125641025641
"103",9485000,0.20978125
"104",9486500,0.532886363636364
"105",9486520,0.355178571428571
"106",9489070,0.335333333333333
"107",9489100,0.478842105263158
"108",9489200,0.493636363636364
"109",9489499,0.5244
"110",9489500,0.504739130434783
"111",9489700,0.519
"112",9490500,0.476227272727273
"113",9490800,0.642166666666667
"114",9492400,0.602676923076923
"115",9494000,0.560446153846154
"116",9494300,0.385615384615385
"117",9495000,0.454216216216216
"118",9496000,0.389416666666667
"119",9496500,0.383901639344262
"120",9497500,0.564132653061225
"121",9497800,0.545666666666667
"122",9497900,0.294923076923077
"123",9497980,0.431071428571429
"124",9498400,0.562871794871795
"125",9498500,0.540082568807339
"126",9498501,0.21585
"127",9498502,0.4027
"128",9498503,0.259485714285714
"129",9498800,0.2959
"130",9498870,0.314842105263158
"131",9499000,0.292772151898734
"132",9499500,0.262692307692308
"133",9502000,0.567024096385542
"134",9502800,0.33265625
"135",9502900,0.832461538461538
"136",9502960,0.19485
"137",9503000,0.216243243243243
"138",9503300,0.194384615384615
"139",9503700,0.737491525423729
"140",9504000,0.64515
"141",9504420,0.557560975609756
"142",9504430,0.498
"143",9504500,0.493692307692308
"144",9505200,0.450490909090909
"145",9505300,0.186833333333333
"146",9505350,0.172133333333333
"147",9505800,0.511948275862069
"148",9506000,0.496931818181818
"149",9507480,0.838833333333333
"150",9507500,0.826566037735849
"151",9507580,0.48345652173913
"152",9507700,0.465428571428571
"153",9507980,0.36443137254902
"154",9508000,0.484818181818182
"155",9508300,0.175840909090909
"156",9508500,0.51219298245614
"157",9510000,0.437947826086957
"158",9510070,0.3558
"159",9510080,0.303
"160",9510100,0.313047619047619
"161",9510150,0.340545454545455
"162",9510200,0.219446808510638
"163",9511300,0.456810344827586
"164",9512165,0.2495
"165",9512280,0.261478260869565
"166",9512450,0.461521739130435
"167",9512495,0.435823529411765
"168",9512500,0.245983050847458
"169",9512501,0.204666666666667
"170",9512800,0.223193548387097
"171",9513780,0.205
"172",9514000,0.567333333333333
"173",9514100,0.242789473684211
"174",9515500,0.340212121212121
"175",9516500,0.273066666666667
"176",9517000,0.299233333333333
"177",9518500,0.506307692307692
"178",9519000,0.656304347826087
"179",9519500,0.26714
"180",9519501,0.212666666666667
"181",9519800,0.479279069767442
"182",9520500,0.466060606060606
"183",9522500,0.513772151898734
"184",9522600,0.286563636363636
"185",9522650,0.165222222222222
"186",9522680,0.1671
"187",9522700,0.501375
"188",9522703,0.407583333333333
"189",9522800,0.281510638297872
"190",9522880,0.576411764705882
"191",9526000,0.850294117647059
"192",9527900,0.74475
"193",9528800,0.161846153846154
"194",9529000,0.761413043478261
"195",9529100,0.625764705882353
"196",9529150,0.219783783783784
"197",9529160,0.532695652173913
"198",9529240,0.628
"199",9529250,0.244172413793103
"200",9529300,0.821
"201",9529360,0.663760869565217
"202",9529420,0.265972222222222
"203",9529440,0.536066666666667
"204",9530200,0.647275
"205",9531800,0.5002
"206",9537200,0.4568
