KEY,LAT,LONG,BFI,BFI_log,HUC8,YEAR,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEVATION_FT,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT,Predicted_BFI,Recharge_mm
9503700_1973,34.89502016,-112.3429468,0.484,-0.064021859,15060202,1973,449.27,11.2657,6496.465,8.4197,4138.504,410.1554,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.807,31.5654822
9503700_1974,34.89502016,-112.3429468,0.921,2.456012184,15060202,1974,390.62,12.0161,6496.465,8.4197,4138.504,388.0913,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.892,2.2556004
9503700_1975,34.89502016,-112.3429468,0.923,2.483823813,15060202,1975,401.33,11.1962,6496.465,8.4197,4138.504,378.2212,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.871,20.1277648
9503700_1976,34.89502016,-112.3429468,0.655,0.641090819,15060202,1976,475.19,11.8058,6496.465,8.4197,4138.504,455.1486,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.698,13.9888972
9503700_1977,34.89502016,-112.3429468,0.837,1.63607387,15060202,1977,411.19,12.3245,6496.465,8.4197,4138.504,406.7864,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.931,4.0997516
9503700_1978,34.89502016,-112.3429468,0.244,-1.130873151,15060202,1978,787.79,12.1051,6496.465,8.4197,4138.504,469.1767,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.317,101.0004161
9503700_1979,34.89502016,-112.3429468,0.467,-0.132192166,15060202,1979,461.58,11.5611,6496.465,8.4197,4138.504,447.1783,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.77,11.089309
9503700_1980,34.89502016,-112.3429468,0.204,-1.361479192,15060202,1980,640.25,12.3902,6496.465,8.4197,4138.504,443.0281,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.488,96.2442872
9504000_2002,34.8522416,-112.065994,0.92,2.442347035,15060202,2002,268.09,12.9588,6496.465,8.4197,3615.511,250.2835,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.89,15.847785
9504000_2003,34.8522416,-112.065994,0.727,0.979454682,15060202,2003,425.31,13.2067,6496.465,8.4197,3615.511,434.5565,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.82,0
9504000_2004,34.8522416,-112.065994,0.388,-0.455726943,15060202,2004,548.93,12.409,6496.465,8.4197,3615.511,523.0952,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.476,12.2973648
9504000_2005,34.8522416,-112.065994,0.266,-1.01501272,15060202,2005,574.91,12.7367,6496.465,8.4197,3615.511,427.2391,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.425,62.7601325
9504000_2006,34.8522416,-112.065994,0.886,2.050518502,15060202,2006,359.95,12.7893,6496.465,8.4197,3615.511,386.4928,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.866,0
9504000_2007,34.8522416,-112.065994,0.903,2.231011575,15060202,2007,403.04,13.1397,6496.465,8.4197,3615.511,387.7643,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.838,12.8010366
9504000_2008,34.8522416,-112.065994,0.608,0.438913042,15060202,2008,514.65,12.6357,6496.465,8.4197,3615.511,465.0993,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.636,31.5142452
9504000_2009,34.8522416,-112.065994,0.78,1.265666373,15060202,2009,298.32,12.9855,6496.465,8.4197,3615.511,331.6339,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.809,0
9504000_2010,34.8522416,-112.065994,0.441,-0.237104598,15060202,2010,641.14,12.4911,6496.465,8.4197,3615.511,504.0905,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.416,57.012592
9504000_2011,34.8522416,-112.065994,0.792,1.337023312,15060202,2011,393.92,12.4391,6496.465,8.4197,3615.511,403.6064,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.87,0
9504000_2012,34.8522416,-112.065994,0.92,2.442347035,15060202,2012,412.64,13.4523,6496.465,8.4197,3615.511,414.4066,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.87,0
9504000_2013,34.8522416,-112.065994,0.73,0.994622575,15060202,2013,514.88,12.5211,6496.465,8.4197,3615.511,479.6384,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.599,21.1097184
9504000_2014,34.8522416,-112.065994,0.92,2.442347035,15060202,2014,425.09,13.6932,6496.465,8.4197,3615.511,392.5388,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.84,27.343008
9504000_2015,34.8522416,-112.065994,0.728,0.984498982,15060202,2015,554.45,13.4149,6496.465,8.4197,3615.511,625.2021,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.631,0
9504000_2016,34.8522416,-112.065994,0.811,1.456521039,15060202,2016,525.41,13.5407,6496.465,8.4197,3615.511,442.7883,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.675,55.7696475
9504000_2017,34.8522416,-112.065994,0.517,0.068026221,15060202,2017,414.58,14.1115,6496.465,8.4197,3615.511,330.7873,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.726,60.8335002
9505800_1974,34.53863606,-111.6940356,0.813,1.469622493,15060203,1974,435.21,15.5722,5093.636,13.2575,3652.071,444.8859,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459,0.563,0
9505800_1975,34.53863606,-111.6940356,0.441,-0.237104598,15060203,1975,412.77,14.6316,5093.636,13.2575,3652.071,373.0681,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459,0.513,20.3670747
9505800_1976,34.53863606,-111.6940356,0.383,-0.476834035,15060203,1976,505.55,15.0961,5093.636,13.2575,3652.071,478.7597,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459,0.507,13.5826821
9505800_1977,34.53863606,-111.6940356,0.879,1.982994352,15060203,1977,416.22,15.8754,5093.636,13.2575,3652.071,411.9608,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459,0.575,2.44904
9505800_1978,34.53863606,-111.6940356,0.167,-1.60703983,15060203,1978,937.06,15.6057,5093.636,13.2575,3652.071,614.9227,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459,0.241,77.6350893
9505800_1979,34.53863606,-111.6940356,0.431,-0.277772344,15060203,1979,501.03,15.165,5093.636,13.2575,3652.071,468.6541,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459,0.494,15.9936946
9505800_1980,34.53863606,-111.6940356,0.272,-0.984498982,15060203,1980,699.46,15.9518,5093.636,13.2575,3652.071,450.8647,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459,0.34,84.522402
9503700_1964,34.89502016,-112.3429468,0.748,1.08797389,15060202,1964,424.26,11.1172,6496.465,8.4197,4138.504,422.9311,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.835,1.1096315
9503700_1965,34.89502016,-112.3429468,0.394,-0.430529077,15060202,1965,866.56,11.2974,6496.465,8.4197,4138.504,632.9224,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.349,81.5395224
9503700_1966,34.89502016,-112.3429468,0.804,1.41148461,15060202,1966,420.82,12.0269,6496.465,8.4197,4138.504,439.6234,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.666,0
9503700_1967,34.89502016,-112.3429468,0.861,1.823620571,15060202,1967,540.94,11.6634,6496.465,8.4197,4138.504,483.7948,0.0164,0.726,0.2007,0.4715,0,0,1.00E-04,0,4.00E-04,0.0218,0.0127,0.0075,0.0017,9.00E-04,3.00E-04,0.4429,0,0.44,0.0674,2.00E-04,3.00E-04,0.0023,0.0016,0.4244,0.0329,0.1731,0,9.00E-04,0,0.2347,0.4953,5.00E-04,0.0512,0,0,0.0099,0.0015,4.00E-04,0.4588,0.5408,0.884,50.5163568
