KEY,LAT,LONG,BFI,BFI_log,HUC8,YEAR,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEVATION_FT,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT,Predicted_BFI,Recharge_mm
9404343_2005,35.38416188,-113.6577185,0.191,-1.443525489,15010007,2005,340.69,15.6708,3663.419,6.7757,3787.744,269.0127,0.4983,0.0659,0.1903,0.7109,0,0,0,0,0,0.0152,0.0074,0.0022,7.00E-04,0.0119,4.00E-04,0.0868,0,0.8731,0.0021,0,0,2.00E-04,0,0.2952,0.176,0.0887,0,0,0,0.1419,0.0754,0.0537,0.4599,0,0,0.0044,0,0.0194,0.559,0.4216,0.247,17.7042931
9404343_2010,35.38416188,-113.6577185,0.121,-1.982994352,15010007,2010,332.4,15.3248,3663.419,6.7757,3787.744,247.3492,0.4983,0.0659,0.1903,0.7109,0,0,0,0,0,0.0152,0.0074,0.0022,7.00E-04,0.0119,4.00E-04,0.0868,0,0.8731,0.0021,0,0,2.00E-04,0,0.2952,0.176,0.0887,0,0,0,0.1419,0.0754,0.0537,0.4599,0,0,0.0044,0,0.0194,0.559,0.4216,0.288,24.4946304
9404343_1998,35.38416188,-113.6577185,0.266,-1.01501272,15010007,1998,337.09,14.4734,3663.419,6.7757,3787.744,315.0853,0.4983,0.0659,0.1903,0.7109,0,0,0,0,0,0.0152,0.0074,0.0022,7.00E-04,0.0119,4.00E-04,0.0868,0,0.8731,0.0021,0,0,2.00E-04,0,0.2952,0.176,0.0887,0,0,0,0.1419,0.0754,0.0537,0.4599,0,0,0.0044,0,0.0194,0.559,0.4216,0.285,6.2713395
9424200_1977,35.18111629,-113.4696561,0.274,-0.974421908,15030201,1977,252.22,15.0406,5576.2104,9.8418,4588.429,287.0231,0.1207,0.0171,0.3285,0.9262,0,0,0,0,0,0.0041,8.00E-04,2.00E-04,0,3.00E-04,0.0028,0.1441,2.00E-04,0.833,0.0122,0,0,0.002,2.00E-04,0.0828,0.2861,0.202,0,0,0,0.0777,0.2384,0.0221,0.1737,0,0,0,0,2.00E-04,0.4609,0.5389,0.428,0
9424200_1974,35.18111629,-113.4696561,0.124,-1.955084525,15030201,1974,272.97,14.6242,5576.2104,9.8418,4588.429,272.5474,0.1207,0.0171,0.3285,0.9262,0,0,0,0,0,0.0041,8.00E-04,2.00E-04,0,3.00E-04,0.0028,0.1441,2.00E-04,0.833,0.0122,0,0,0.002,2.00E-04,0.0828,0.2861,0.202,0,0,0,0.0777,0.2384,0.0221,0.1737,0,0,0,0,2.00E-04,0.4609,0.5389,0.449,0.1897474
9426000_1997,34.2308539,-113.6088195,0.863,1.840433765,15030204,1997,216.27,21.073,2783.021,7.7717,1010.711,226.3036,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.578,0
9426000_2008,34.2308539,-113.6088195,0.831,1.59273108,15030204,2008,217.19,20.7587,2783.021,7.7717,1010.711,163.9838,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.681,36.2334222
9426000_2009,34.2308539,-113.6088195,0.206,-1.349207292,15030204,2009,92.12,20.9184,2783.021,7.7717,1010.711,152.3499,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.706,0
9426000_1972,34.2308539,-113.6088195,0.157,-1.680721153,15030204,1972,227.54,20.1414,2783.021,7.7717,1010.711,206.4938,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.234,4.9248108
9426000_1969,34.2308539,-113.6088195,0.146,-1.766324572,15030204,1969,226.69,20.3597,2783.021,7.7717,1010.711,219.0479,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.44,3.362524
9426000_1970,34.2308539,-113.6088195,0.161,-1.650806341,15030204,1970,228.58,19.9455,2783.021,7.7717,1010.711,203.6328,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.238,5.9374336
9426000_1971,34.2308539,-113.6088195,0.246,-1.120060832,15030204,1971,151.21,19.2327,2783.021,7.7717,1010.711,169.207,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.345,0
9424900_1983,34.305854,-113.3471441,0.115,-2.040655517,15030203,1983,576.27,15.7731,3710.8917,9.8993,1375.837,518.402,0.1322,0.3646,0.2235,0.4994,0,0,0.0015,0,0,0.0049,0.0013,3.00E-04,0,8.00E-04,1.00E-04,0.067,0,0.9066,0.0145,3.00E-04,8.00E-04,0.003,3.00E-04,0.0502,0.3814,0.3202,0,0,0,0,0.208,0.0294,0.0345,0,0,0.0265,0,3.00E-04,0.4745,0.5252,0.164,9.490352
9426000_1977,34.2308539,-113.6088195,0.638,0.566694072,15030204,1977,145.8,20.5618,2783.021,7.7717,1010.711,215.6251,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.616,0
9424900_1984,34.305854,-113.3471441,0.129,-1.909829572,15030203,1984,463.56,16.1005,3710.8917,9.8993,1375.837,426.5831,0.1322,0.3646,0.2235,0.4994,0,0,0.0015,0,0,0.0049,0.0013,3.00E-04,0,8.00E-04,1.00E-04,0.067,0,0.9066,0.0145,3.00E-04,8.00E-04,0.003,3.00E-04,0.0502,0.3814,0.3202,0,0,0,0,0.208,0.0294,0.0345,0,0,0.0265,0,3.00E-04,0.4745,0.5252,0.225,8.3198025
9426000_1994,34.2308539,-113.6088195,0.83,1.585627264,15030204,1994,177.09,20.8045,2783.021,7.7717,1010.711,274.2997,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.434,0
9426000_1995,34.2308539,-113.6088195,0.218,-1.277359678,15030204,1995,216.22,21.1098,2783.021,7.7717,1010.711,187.5692,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.471,13.4945268
9426000_1996,34.2308539,-113.6088195,0.799,1.380056038,15030204,1996,83.71,21.7413,2783.021,7.7717,1010.711,140.9741,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.665,0
9426000_2001,34.2308539,-113.6088195,0.692,0.809486173,15030204,2001,184.91,21.3229,2783.021,7.7717,1010.711,164.6329,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.777,15.7553067
9426000_1998,34.2308539,-113.6088195,0.703,0.861624753,15030204,1998,310.99,19.854,2783.021,7.7717,1010.711,238.9326,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.432,31.1287968
9424900_1991,34.305854,-113.3471441,0.143,-1.790593288,15030203,1991,434.53,16.0929,3710.8917,9.8993,1375.837,443.3604,0.1322,0.3646,0.2235,0.4994,0,0,0.0015,0,0,0.0049,0.0013,3.00E-04,0,8.00E-04,1.00E-04,0.067,0,0.9066,0.0145,3.00E-04,8.00E-04,0.003,3.00E-04,0.0502,0.3814,0.3202,0,0,0,0,0.208,0.0294,0.0345,0,0,0.0265,0,3.00E-04,0.4745,0.5252,0.191,0
9426000_1952,34.2308539,-113.6088195,0.206,-1.349207292,15030204,1952,300.24,19.6855,2783.021,7.7717,1010.711,364.4582,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.441,0
9426000_1973,34.2308539,-113.6088195,0.152,-1.719000115,15030204,1973,179.23,19.6112,2783.021,7.7717,1010.711,206.0667,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.44,0
9426000_1950,34.2308539,-113.6088195,0.713,0.909999205,15030204,1950,106.16,20.7985,2783.021,7.7717,1010.711,213.1805,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.649,0
9426000_2007,34.2308539,-113.6088195,0.746,1.077391333,15030204,2007,134.43,21.3693,2783.021,7.7717,1010.711,170.4886,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.83,0
9424450_1967,34.46251664,-113.6243774,0.218,-1.277359678,15030201,1967,372.63,14.5483,5576.2104,9.8418,1436.087,308.3052,0.1207,0.0171,0.3285,0.9262,0,0,0,0,0,0.0041,8.00E-04,2.00E-04,0,3.00E-04,0.0028,0.1441,2.00E-04,0.833,0.0122,0,0,0.002,2.00E-04,0.0828,0.2861,0.202,0,0,0,0.0777,0.2384,0.0221,0.1737,0,0,0,0,2.00E-04,0.4609,0.5389,0.207,13.3152336
9424450_1968,34.46251664,-113.6243774,0.245,-1.125459539,15030201,1968,246.21,14.4021,5576.2104,9.8418,1436.087,328.1124,0.1207,0.0171,0.3285,0.9262,0,0,0,0,0,0.0041,8.00E-04,2.00E-04,0,3.00E-04,0.0028,0.1441,2.00E-04,0.833,0.0122,0,0,0.002,2.00E-04,0.0828,0.2861,0.202,0,0,0,0.0777,0.2384,0.0221,0.1737,0,0,0,0,2.00E-04,0.4609,0.5389,0.559,0
9424450_1969,34.46251664,-113.6243774,0.184,-1.489478597,15030201,1969,384.14,14.7234,5576.2104,9.8418,1436.087,338.4372,0.1207,0.0171,0.3285,0.9262,0,0,0,0,0,0.0041,8.00E-04,2.00E-04,0,3.00E-04,0.0028,0.1441,2.00E-04,0.833,0.0122,0,0,0.002,2.00E-04,0.0828,0.2861,0.202,0,0,0,0.0777,0.2384,0.0221,0.1737,0,0,0,0,2.00E-04,0.4609,0.5389,0.198,9.0491544
9424450_2013,34.46251664,-113.6243774,0.212,-1.312911815,15030201,2013,292.28,15.1728,5576.2104,9.8418,1436.087,289.5124,0.1207,0.0171,0.3285,0.9262,0,0,0,0,0,0.0041,8.00E-04,2.00E-04,0,3.00E-04,0.0028,0.1441,2.00E-04,0.833,0.0122,0,0,0.002,2.00E-04,0.0828,0.2861,0.202,0,0,0,0.0777,0.2384,0.0221,0.1737,0,0,0,0,2.00E-04,0.4609,0.5389,0.252,0.6974352
9424450_2014,34.46251664,-113.6243774,0.116,-2.030866872,15030201,2014,329.88,16.1477,5576.2104,9.8418,1436.087,251.2686,0.1207,0.0171,0.3285,0.9262,0,0,0,0,0,0.0041,8.00E-04,2.00E-04,0,3.00E-04,0.0028,0.1441,2.00E-04,0.833,0.0122,0,0,0.002,2.00E-04,0.0828,0.2861,0.202,0,0,0,0.0777,0.2384,0.0221,0.1737,0,0,0,0,2.00E-04,0.4609,0.5389,0.348,27.3567672
9424450_2016,34.46251664,-113.6243774,0.168,-1.599868461,15030201,2016,359.59,16.1288,5576.2104,9.8418,1436.087,302.7195,0.1207,0.0171,0.3285,0.9262,0,0,0,0,0,0.0041,8.00E-04,2.00E-04,0,3.00E-04,0.0028,0.1441,2.00E-04,0.833,0.0122,0,0,0.002,2.00E-04,0.0828,0.2861,0.202,0,0,0,0.0777,0.2384,0.0221,0.1737,0,0,0,0,2.00E-04,0.4609,0.5389,0.306,17.402373
9424450_2017,34.46251664,-113.6243774,0.24,-1.15267951,15030201,2017,264.51,16.4911,5576.2104,9.8418,1436.087,235.1192,0.1207,0.0171,0.3285,0.9262,0,0,0,0,0,0.0041,8.00E-04,2.00E-04,0,3.00E-04,0.0028,0.1441,2.00E-04,0.833,0.0122,0,0,0.002,2.00E-04,0.0828,0.2861,0.202,0,0,0,0.0777,0.2384,0.0221,0.1737,0,0,0,0,2.00E-04,0.4609,0.5389,0.342,10.0516536
9426000_2002,34.2308539,-113.6088195,0.833,1.60703983,15030204,2002,62.05,21.1708,2783.021,7.7717,1010.711,84.3918,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.717,0
9426000_1999,34.2308539,-113.6088195,0.856,1.782457077,15030204,1999,164.38,21.0553,2783.021,7.7717,1010.711,162.3298,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.675,1.383885
9426000_2000,34.2308539,-113.6088195,0.872,1.91875916,15030204,2000,200.59,21.5468,2783.021,7.7717,1010.711,151.0215,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.71,35.193635
9426000_1949,34.2308539,-113.6088195,0.261,-1.040777514,15030204,1949,192.78,19.4743,2783.021,7.7717,1010.711,213.1805,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.474,0
9426000_2006,34.2308539,-113.6088195,0.574,0.29819005,15030204,2006,116.31,21.2118,2783.021,7.7717,1010.711,102.9591,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.592,7.9037328
9424900_1979,34.305854,-113.3471441,0.211,-1.318908187,15030203,1979,359.76,15.827,3710.8917,9.8993,1375.837,414.6141,0.1322,0.3646,0.2235,0.4994,0,0,0.0015,0,0,0.0049,0.0013,3.00E-04,0,8.00E-04,1.00E-04,0.067,0,0.9066,0.0145,3.00E-04,8.00E-04,0.003,3.00E-04,0.0502,0.3814,0.3202,0,0,0,0,0.208,0.0294,0.0345,0,0,0.0265,0,3.00E-04,0.4745,0.5252,0.209,0
9424900_1980,34.305854,-113.3471441,0.157,-1.680721153,15030203,1980,489.49,16.5827,3710.8917,9.8993,1375.837,391.0484,0.1322,0.3646,0.2235,0.4994,0,0,0.0015,0,0,0.0049,0.0013,3.00E-04,0,8.00E-04,1.00E-04,0.067,0,0.9066,0.0145,3.00E-04,8.00E-04,0.003,3.00E-04,0.0502,0.3814,0.3202,0,0,0,0,0.208,0.0294,0.0345,0,0,0.0265,0,3.00E-04,0.4745,0.5252,0.259,25.4963744
9426000_1980,34.2308539,-113.6088195,0.418,-0.330989015,15030204,1980,294.96,20.5921,2783.021,7.7717,1010.711,248.7465,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.407,18.8088945
9426000_1981,34.2308539,-113.6088195,0.267,-1.009897043,15030204,1981,218.39,21.4441,2783.021,7.7717,1010.711,209.2348,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.652,5.9691904
9426000_1982,34.2308539,-113.6088195,0.827,1.564513101,15030204,1982,335.03,19.5473,2783.021,7.7717,1010.711,301.0297,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.209,7.1060627
9426000_1983,34.2308539,-113.6088195,0.314,-0.781484642,15030204,1983,377.99,19.9733,2783.021,7.7717,1010.711,316.6845,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.228,13.977654
9426000_1984,34.2308539,-113.6088195,0.318,-0.762978275,15030204,1984,263.71,20.2223,2783.021,7.7717,1010.711,299.1061,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.355,0
9426000_1985,34.2308539,-113.6088195,0.438,-0.24928294,15030204,1985,226.35,19.9543,2783.021,7.7717,1010.711,263.0361,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.348,0
9426000_1986,34.2308539,-113.6088195,0.56,0.241162057,15030204,1986,254.12,20.4827,2783.021,7.7717,1010.711,256.2133,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.532,0
9424450_2020,34.46251664,-113.6243774,0.102,-2.175197255,15030201,2020,141.44,16.4862,5576.2104,9.8418,1436.087,174.9672,0.1207,0.0171,0.3285,0.9262,0,0,0,0,0,0.0041,8.00E-04,2.00E-04,0,3.00E-04,0.0028,0.1441,2.00E-04,0.833,0.0122,0,0,0.002,2.00E-04,0.0828,0.2861,0.202,0,0,0,0.0777,0.2384,0.0221,0.1737,0,0,0,0,2.00E-04,0.4609,0.5389,0.585,0
9426000_1975,34.2308539,-113.6088195,0.356,-0.592767995,15030204,1975,125.96,19.423,2783.021,7.7717,1010.711,117.6127,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.378,3.1552794
9426000_1976,34.2308539,-113.6088195,0.447,-0.212799407,15030204,1976,254.56,20.0219,2783.021,7.7717,1010.711,234.8548,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.403,7.9411956
9426000_1990,34.2308539,-113.6088195,0.815,1.482832288,15030204,1990,218.11,20.307,2783.021,7.7717,1010.711,254.123,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.46,0
9426000_1991,34.2308539,-113.6088195,0.104,-2.153549514,15030204,1991,220.92,20.2435,2783.021,7.7717,1010.711,265.9546,0.5322,0.0269,0.0875,0.6818,0.0058,0,3.00E-04,0,0.0046,0.001,2.00E-04,2.00E-04,1.00E-04,0.0048,1.00E-04,0.0019,0,0.9775,0.0035,2.00E-04,5.00E-04,0.0047,7.00E-04,0.0834,0.1654,0.2541,0,0.0323,0,0,0.096,0.0479,0.2459,0,0.129,0,0,0.0052,0.452,0.5428,0.413,0
