KEY,HUC8,YEAR,LAT,LONG,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEV_FT,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT
9502000_1950,15060106,1950,33.55282304,-111.5765243,14.9182,21.2895,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9502000_1951,15060106,1951,33.55282304,-111.5765243,37.2172,20.1503,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9502000_1941,15060106,1941,33.55282304,-111.5765243,48.0833,19.6045,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9502000_1942,15060106,1942,33.55282304,-111.5765243,18.66,20.3054,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9511300_1983,15060203,1983,33.5586557,-111.6693043,41.6625,20.3502,5093.636,13.2575,1349.134,190.1777,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459
9511300_1984,15060203,1984,33.5586557,-111.6693043,37.7762,20.6399,5093.636,13.2575,1349.134,190.1777,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459
9511300_1985,15060203,1985,33.5586557,-111.6693043,29.076,20.6541,5093.636,13.2575,1349.134,190.1777,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459
9511300_1986,15060203,1986,33.5586557,-111.6693043,29.1987,21.4563,5093.636,13.2575,1349.134,190.1777,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459
9513780_1979,15070102,1979,33.97420168,-112.0990458,28.66,17.5989,7115.792,9.0052,2325.845,125.6237,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7.00E-04,0,0.0723,0,0.6684,0.0618,1.00E-04,0.0206,0.0011,3.00E-04,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
9513780_1980,15070102,1980,33.97420168,-112.0990458,39.0314,18.3664,7115.792,9.0052,2325.845,125.6237,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7.00E-04,0,0.0723,0,0.6684,0.0618,1.00E-04,0.0206,0.0011,3.00E-04,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
9511300_1989,15060203,1989,33.5586557,-111.6693043,18.029,22.0155,5093.636,13.2575,1349.134,190.1777,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459
9502000_1948,15060106,1948,33.55282304,-111.5765243,15.8498,20.1413,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9502000_1949,15060106,1949,33.55282304,-111.5765243,24.1003,19.9691,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9516500_1995,15070103,1995,33.88503188,-112.6621198,29.154,19.1624,3810.2443,7.3648,1874.638,105.3521,0.1558,0.3682,0.3214,0.4553,0,0,0,0,1.00E-04,0.0102,0.0044,0.0027,7.00E-04,0.0025,0,0.0648,0,0.8434,0.0521,1.00E-04,0.0176,0.0012,1.00E-04,0.008,0.2521,0.1363,0,0.006,0,0,0.1075,0.0557,0.4015,1.00E-04,0,0.0407,0,4.00E-04,0.3328,0.6668
9516500_1998,15070103,1998,33.88503188,-112.6621198,34.7962,17.9508,3810.2443,7.3648,1874.638,105.3521,0.1558,0.3682,0.3214,0.4553,0,0,0,0,1.00E-04,0.0102,0.0044,0.0027,7.00E-04,0.0025,0,0.0648,0,0.8434,0.0521,1.00E-04,0.0176,0.0012,1.00E-04,0.008,0.2521,0.1363,0,0.006,0,0,0.1075,0.0557,0.4015,1.00E-04,0,0.0407,0,4.00E-04,0.3328,0.6668
9516500_2001,15070103,2001,33.88503188,-112.6621198,20.8078,19.3134,3810.2443,7.3648,1874.638,105.3521,0.1558,0.3682,0.3214,0.4553,0,0,0,0,1.00E-04,0.0102,0.0044,0.0027,7.00E-04,0.0025,0,0.0648,0,0.8434,0.0521,1.00E-04,0.0176,0.0012,1.00E-04,0.008,0.2521,0.1363,0,0.006,0,0,0.1075,0.0557,0.4015,1.00E-04,0,0.0407,0,4.00E-04,0.3328,0.6668
9511300_1982,15060203,1982,33.5586557,-111.6693043,35.3165,20.1228,5093.636,13.2575,1349.134,190.1777,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459
9502000_1969,15060106,1969,33.55282304,-111.5765243,24.0472,20.661,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9502000_1970,15060106,1970,33.55282304,-111.5765243,22.4895,20.3844,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9502000_1971,15060106,1971,33.55282304,-111.5765243,20.0465,19.8524,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9513780_1994,15070102,1994,33.97420168,-112.0990458,28.5117,18.6357,7115.792,9.0052,2325.845,125.6237,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7.00E-04,0,0.0723,0,0.6684,0.0618,1.00E-04,0.0206,0.0011,3.00E-04,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
9513780_1997,15070102,1997,33.97420168,-112.0990458,28.4407,18.7652,7115.792,9.0052,2325.845,125.6237,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7.00E-04,0,0.0723,0,0.6684,0.0618,1.00E-04,0.0206,0.0011,3.00E-04,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
9516500_1945,15070103,1945,33.88503188,-112.6621198,24.1523,17.3621,3810.2443,7.3648,1874.638,105.3521,0.1558,0.3682,0.3214,0.4553,0,0,0,0,1.00E-04,0.0102,0.0044,0.0027,7.00E-04,0.0025,0,0.0648,0,0.8434,0.0521,1.00E-04,0.0176,0.0012,1.00E-04,0.008,0.2521,0.1363,0,0.006,0,0,0.1075,0.0557,0.4015,1.00E-04,0,0.0407,0,4.00E-04,0.3328,0.6668
9516500_1946,15070103,1946,33.88503188,-112.6621198,27.6386,17.7634,3810.2443,7.3648,1874.638,105.3521,0.1558,0.3682,0.3214,0.4553,0,0,0,0,1.00E-04,0.0102,0.0044,0.0027,7.00E-04,0.0025,0,0.0648,0,0.8434,0.0521,1.00E-04,0.0176,0.0012,1.00E-04,0.008,0.2521,0.1363,0,0.006,0,0,0.1075,0.0557,0.4015,1.00E-04,0,0.0407,0,4.00E-04,0.3328,0.6668
9511300_1990,15060203,1990,33.5586557,-111.6693043,33.3569,21.084,5093.636,13.2575,1349.134,190.1777,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459
9511300_1991,15060203,1991,33.5586557,-111.6693043,32.1131,20.8551,5093.636,13.2575,1349.134,190.1777,0.0166,0.4926,0.3654,0.5012,0,0,0,0,0.0036,0.0117,0.0065,0.0032,5.00E-04,7.00E-04,0,0.2664,2.00E-04,0.6655,0.0329,5.00E-04,0.002,0.0055,0.001,0.1925,0.1944,0.1777,0,7.00E-04,0,0.1613,0.3323,0.0319,0.0666,0,0,0.0185,0.0165,0.0016,0.4525,0.5459
9502000_1965,15060106,1965,33.55282304,-111.5765243,42.9807,19.8417,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9502000_1939,15060106,1939,33.55282304,-111.5765243,23.5299,20.4014,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9502000_1940,15060106,1940,33.55282304,-111.5765243,31.2858,21.2319,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9502000_1968,15060106,1968,33.55282304,-111.5765243,24.5631,20.2062,2696.0614,8.962,1403.017,113.51,0.1134,0.3099,0.399,0.5663,0,0,0,0,0.0104,0.0504,0.0961,0.1469,0.0636,9.00E-04,0,0.0082,0,0.4916,0.0916,7.00E-04,0.0344,0.0046,6.00E-04,0.0736,0.1523,0.0861,0,0,0,0,0.196,0.0335,0.494,0,0,0.0194,9.00E-04,0.0204,0.3789,0.6006
9475500_2015,15050100,2015,33.0875614,-111.2867865,26.5023,21.1622,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2016,15050100,2016,33.0875614,-111.2867865,23.0933,21.5548,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2004,15050100,2004,33.0875614,-111.2867865,23.4967,20.7739,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2005,15050100,2005,33.0875614,-111.2867865,26.847,21.1763,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2006,15050100,2006,33.0875614,-111.2867865,19.9575,21.101,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2007,15050100,2007,33.0875614,-111.2867865,20.7491,21.3515,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2008,15050100,2008,33.0875614,-111.2867865,27.5389,20.8266,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2000,15050100,2000,33.0875614,-111.2867865,23.6348,21.2946,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2001,15050100,2001,33.0875614,-111.2867865,25.7513,21.099,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2002,15050100,2002,33.0875614,-111.2867865,11.255,21.2854,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2003,15050100,2003,33.0875614,-111.2867865,19.8619,21.5188,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2012,15050100,2012,33.0875614,-111.2867865,20.4739,21.427,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2013,15050100,2013,33.0875614,-111.2867865,22.1261,20.6289,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2014,15050100,2014,33.0875614,-111.2867865,25.0345,21.4318,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9479500_1979,15050100,1979,33.2569917,-112.1670934,18.2401,20.2727,8508.0702,6.442,1029.19,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9479500_1980,15050100,1980,33.2569917,-112.1670934,16.2078,21.1853,8508.0702,6.442,1029.19,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9479500_1993,15050100,1993,33.2569917,-112.1670934,32.4096,20.9458,8508.0702,6.442,1029.19,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9479500_1981,15050100,1981,33.2569917,-112.1670934,15.8578,21.7831,8508.0702,6.442,1029.19,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2022,15050100,2022,33.0875614,-111.2867865,27.6809,21.0735,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9479500_1991,15050100,1991,33.2569917,-112.1670934,17.6103,20.5323,8508.0702,6.442,1029.19,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9479500_1985,15050100,1985,33.2569917,-112.1670934,20.6249,20.7549,8508.0702,6.442,1029.19,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2009,15050100,2009,33.0875614,-111.2867865,14.508,21.2828,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2010,15050100,2010,33.0875614,-111.2867865,32.3491,20.6534,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_2011,15050100,2011,33.0875614,-111.2867865,18.4129,20.6385,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_1985,15050100,1985,33.0875614,-111.2867865,27.6806,20.0968,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9475500_1986,15050100,1986,33.0875614,-111.2867865,30.2042,20.6864,8508.0702,6.442,1556.224,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
